t,y_data,y_fit,residual
5.1504026537078955,3.895729004719394e-08,3.895729004719394e-08,0.0
5.154902454635724,4.1915483264453685e-08,4.1915483264453685e-08,0.0
5.159402255563552,4.5082684230796056e-08,4.5082684230796056e-08,0.0
5.16390205649138,4.8472513754954266e-08,4.8472513754954266e-08,0.0
5.168401857419208,5.2099401923360755e-08,5.2099401923360755e-08,0.0
5.172901658347035,5.597863122773895e-08,5.597863122773895e-08,0.0
5.177401459274863,6.012638170378379e-08,6.012638170378379e-08,0.0
5.181901260202691,6.45597781595921e-08,6.45597781595921e-08,0.0
5.186401061130519,6.929693957488996e-08,6.929693957488996e-08,0.0
5.190900862058347,7.435703075448729e-08,7.435703075448729e-08,0.0
5.1954006629861755,7.97603163218417e-08,7.97603163218417e-08,0.0
5.199900463914004,8.552821714110675e-08,8.552821714110675e-08,0.0
5.204400264841832,9.168336925855443e-08,9.168336925855443e-08,0.0
5.20890006576966,9.824968545681759e-08,9.824968545681759e-08,0.0
5.213399866697488,1.0525241951802484e-07,1.0525241951802484e-07,0.0
